year,name,show,network,rank
2015,The Salt Lake Tribune Scott D. Pierce,The Flash,CW,4
2015,The Salt Lake Tribune Scott D. Pierce,Jane the Virgin,CW,5
2015,The Salt Lake Tribune Scott D. Pierce,Mad Men,AMC,6
2015,The Salt Lake Tribune Scott D. Pierce,The Americans,FX,7
2015,The Salt Lake Tribune Scott D. Pierce,Fargo,FX,8
2015,The Salt Lake Tribune Scott D. Pierce,The Jinx,HBO,9
2015,The Salt Lake Tribune Scott D. Pierce,The Big Bang Theory,CBS,10
2015,Sioux City Journal Bruce R. Miller,Fargo,FX,1
2015,Sioux City Journal Bruce R. Miller,Mad Men,AMC,2
2015,Sioux City Journal Bruce R. Miller,Mr. Robot,USA,3
2015,Sioux City Journal Bruce R. Miller,American Crime,ABC,4
2015,Sioux City Journal Bruce R. Miller,Getting On,HBO,5
2015,Sioux City Journal Bruce R. Miller,Crazy Ex-Girlfriend,CW,6
2015,Sioux City Journal Bruce R. Miller,Empire,Fox,7
2015,Sioux City Journal Bruce R. Miller,Veep,HBO,8
2015,Sioux City Journal Bruce R. Miller,Wolf Hall,PBS,9
2015,Sioux City Journal Bruce R. Miller,The Man in the High Castle,Amazon,10
2015,Slant Staff consensus,Hannibal,NBC,1
2015,Slant Staff consensus,The Knick,Cinemax,2
2015,Slant Staff consensus,The Americans,FX,3
2015,Slant Staff consensus,Mad Men,AMC,4
2015,Slant Staff consensus,BoJack Horseman,Netflix,5
2015,Slant Staff consensus,Fargo,FX,6
2015,Slant Staff consensus,Master of None,Netflix,7
2015,Slant Staff consensus,Last Week Tonight With John Oliver,HBO,8
2015,Slant Staff consensus,Marvel's Jessica Jones,Netflix,9
2015,Slant Staff consensus,Better Call Saul,AMC,10
2015,Slate Willa Paskin,Halt and Catch Fire,AMC,1
2015,Slate Willa Paskin,Mr. Robot,USA,2
2015,Slate Willa Paskin,Catastrophe,Amazon,3
2015,Slate Willa Paskin,Jane the Virgin,CW,4
2015,Slate Willa Paskin,The Jinx,HBO,5
2015,Slate Willa Paskin,Empire,Fox,6
2015,Slate Willa Paskin,The Americans,FX,7
2015,Slate Willa Paskin,Nathan for You,Comedy Central,8
2015,Slate Willa Paskin,Transparent,Amazon,9
2015,Slate Willa Paskin,UnReal,Lifetime,10
2015,St. Louis Post-Dispatch Gail Pennington,Fargo,FX,1
2015,St. Louis Post-Dispatch Gail Pennington,Mad Men,AMC,2
2015,St. Louis Post-Dispatch Gail Pennington,Parks and Recreation,NBC,3
2015,St. Louis Post-Dispatch Gail Pennington,Game of Thrones,HBO,4
2015,St. Louis Post-Dispatch Gail Pennington,The Walking Dead,AMC,5
2015,St. Louis Post-Dispatch Gail Pennington,Deutschland 83,Sundance,6
2015,St. Louis Post-Dispatch Gail Pennington,Catastrophe,Amazon,7
2015,St. Louis Post-Dispatch Gail Pennington,UnReal,Lifetime,8
2015,St. Louis Post-Dispatch Gail Pennington,The Great British Baking Show,PBS,9
2015,St. Louis Post-Dispatch Gail Pennington,The Late Show With Stephen Colbert,CBS,10
2015,Star-Ledger (NJ.com) Vicki Hyman,The Leftovers,HBO,1
2015,Star-Ledger (NJ.com) Vicki Hyman,Marvel's Jessica Jones,Netflix,2
2015,Star-Ledger (NJ.com) Vicki Hyman,Fargo,FX,3
2015,Star-Ledger (NJ.com) Vicki Hyman,Better Call Saul,AMC,4
2015,Star-Ledger (NJ.com) Vicki Hyman,Mad Men,AMC,5
2015,Star-Ledger (NJ.com) Vicki Hyman,Bloodline,Netflix,6
2015,Star-Ledger (NJ.com) Vicki Hyman,Catastrophe,Amazon,7
2015,Star-Ledger (NJ.com) Vicki Hyman,The Man in the High Castle,Amazon,8
2015,Star-Ledger (NJ.com) Vicki Hyman,Transparent,Amazon,9
2015,Star-Ledger (NJ.com) Vicki Hyman,Crazy Ex-Girlfriend,CW,10
2015,Thompson on Hollywood! Matt Brennan,The Leftovers,HBO,1
2015,Thompson on Hollywood! Matt Brennan,Transparent,Amazon,2
2015,Thompson on Hollywood! Matt Brennan,Mad Men,AMC,3
2015,Thompson on Hollywood! Matt Brennan,Looking,HBO,4
2015,Thompson on Hollywood! Matt Brennan,The Americans,FX,5
2015,Thompson on Hollywood! Matt Brennan,BoJack Horseman,Netflix,6
2015,Thompson on Hollywood! Matt Brennan,The Knick,Cinemax,7
2015,Thompson on Hollywood! Matt Brennan,Please Like Me,Pivot,8
2015,Thompson on Hollywood! Matt Brennan,Hannibal,NBC,9
2015,Thompson on Hollywood! Matt Brennan,Casual,Hulu,10
2015,Time Daniel D’Addario,Veep,HBO,1
2015,Time Daniel D’Addario,Mad Men,AMC,2
2015,Time Daniel D’Addario,Inside Amy Schumer,Comedy Central,3
2015,Time Daniel D’Addario,Fargo,FX,4
2015,Time Daniel D’Addario,Mr. Robot,USA,5
2015,Time Daniel D’Addario,Master of None,Netflix,6
2015,Time Daniel D’Addario,I Am Cait,E!,7
2015,Time Daniel D’Addario,The Leftovers,HBO,8
2015,Time Daniel D’Addario,Empire,Fox,9
2015,Time Daniel D’Addario,Odd Mom Out,Bravo,10
2015,TimeOut New York Jaime Lutz,Master of None,Netflix,1
2015,TimeOut New York Jaime Lutz,Mad Men,AMC,2
2015,TimeOut New York Jaime Lutz,Hannibal,NBC,3
2015,TimeOut New York Jaime Lutz,Fargo,FX,4
2015,TimeOut New York Jaime Lutz,Broad City,Comedy Central,5
2015,TimeOut New York Jaime Lutz,Mr. Robot,USA,6
2015,TimeOut New York Jaime Lutz,Wet Hot American Summer: First Day of Camp,Netflix,7
2015,TimeOut New York Jaime Lutz,The Jinx,HBO,8
2015,TimeOut New York Jaime Lutz,Crazy Ex-Girlfriend,CW,9
2015,TimeOut New York Jaime Lutz,Unbreakable Kimmy Schmidt,Netflix,10
2015,TV Fanatic Staff,Mr. Robot,USA,1
2015,TV Fanatic Staff,You're the Worst,FXX,2
2015,TV Fanatic Staff,The Leftovers,HBO,3
2015,TV Fanatic Staff,Catastrophe,Amazon,4
2015,TV Fanatic Staff,The Americans,FX,5
2015,TV Fanatic Staff,Parks and Recreation,NBC,6
2015,TV Fanatic Staff,The Affair,Showtime,7
2015,TV Fanatic Staff,It's Always Sunny in Philadelphia,FXX,8
2015,TV Fanatic Staff,Bates Motel,A&E,9
2015,TV Fanatic Staff,BoJack Horseman,Netflix,10
2015,TV Guide Staff,Mr. Robot,USA,1
2015,TV Guide Staff,Fargo,FX,2
2015,TV Guide Staff,Unbreakable Kimmy Schmidt,Netflix,3
2015,TV Guide Staff,Better Call Saul,AMC,4
2015,TV Guide Staff,Master of None,Netflix,5
2015,TV Guide Staff,Marvel's Daredevil,Netflix,6
2015,TV Guide Staff,You're the Worst,FXX,7
2015,TV Guide Staff,Veep,HBO,8
2015,TV Guide Staff,Mad Men,AMC,9
2015,TV Guide Staff,Transparent,Amazon,10
2015,TV Insider Matt Roush,Fargo,FX,1
2015,TV Insider Matt Roush,Mr. Robot,USA,2
2015,TV Insider Matt Roush,Empire,Fox,3
2015,TV Insider Matt Roush,Silicon Valley,HBO,5
2015,TV Insider Matt Roush,Veep,HBO,7
2015,TV Insider Matt Roush,American Crime,ABC,8
2015,TV Insider Matt Roush,Game of Thrones,HBO,9
2015,TV Insider Matt Roush,Inside Amy Schumer,Comedy Central,10
2015,TV.com Staff consensus,Fargo,FX,1
2015,TV.com Staff consensus,The Americans,FX,2
2015,TV.com Staff consensus,Mad Men,AMC,3
2015,TV.com Staff consensus,Justified,FX,4
2015,TV.com Staff consensus,Mr. Robot,USA,5
2015,TV.com Staff consensus,The Leftovers,HBO,6
2015,TV.com Staff consensus,Jane the Virgin,CW,7
2015,TV.com Staff consensus,Review,Comedy Central,8
2015,TV.com Staff consensus,Veep,HBO,9
2015,TV.com Staff consensus,You're the Worst,FXX,10
2015,Uncle Barky Ed Bark,Fargo,FX,1
2015,Uncle Barky Ed Bark,Game of Thrones,HBO,2
2015,Uncle Barky Ed Bark,Better Call Saul,AMC,3
2015,Uncle Barky Ed Bark,Mad Men,AMC,4
2015,Uncle Barky Ed Bark,Louie,FX,5
2015,Uncle Barky Ed Bark,Master of None,Netflix,6
2015,Uncle Barky Ed Bark,Show Me a Hero,HBO,7
2015,Uncle Barky Ed Bark,The Americans,FX,8
2015,Uncle Barky Ed Bark,Veep,HBO,9
2015,Uncle Barky Ed Bark,You're the Worst,FXX,10
2015,Uproxx Josh Kurp,Fargo,FX,1
2015,Uproxx Josh Kurp,Unbreakable Kimmy Schmidt,Netflix,2
2015,Uproxx Josh Kurp,Better Call Saul,AMC,3
2015,Uproxx Josh Kurp,Parks and Recreation,NBC,4
2015,Uproxx Josh Kurp,Rick and Morty,Adult Swim,5
2015,Uproxx Josh Kurp,The Americans,FX,6
2015,Uproxx Josh Kurp,Mr. Robot,USA,7
2015,Uproxx Josh Kurp,Review,Comedy Central,8
2015,Uproxx Josh Kurp,You're the Worst,FXX,9
2015,Uproxx Josh Kurp,Master of None,Netflix,10
2015,USA Today Robert Bianco,Fargo,FX,1
2015,USA Today Robert Bianco,Transparent,Amazon,2
2015,USA Today Robert Bianco,Better Call Saul,AMC,3
2015,USA Today Robert Bianco,The Americans,FX,4
2015,USA Today Robert Bianco,The Good Wife,CBS,5
2015,USA Today Robert Bianco,Louie,FX,6
2015,USA Today Robert Bianco,Veep,HBO,7
2015,USA Today Robert Bianco,Justified,FX,8
2015,USA Today Robert Bianco,The Man in the High Castle,Amazon,9
2015,USA Today Robert Bianco,Mr. Robot,USA,10
2015,Village Voice Inkoo Kang,Transparent,Amazon,1
2015,Village Voice Inkoo Kang,Catastrophe,Amazon,2
2015,Village Voice Inkoo Kang,Jane the Virgin,CW,3
2015,Village Voice Inkoo Kang,Last Week Tonight With John Oliver,HBO,4
2015,Village Voice Inkoo Kang,Broad City,Comedy Central,5
2015,Village Voice Inkoo Kang,Mad Men,AMC,6
2015,Village Voice Inkoo Kang,Another Period,Comedy Central,7
2015,Village Voice Inkoo Kang,Orange Is the New Black,Netflix,8
2015,Village Voice Inkoo Kang,Survivor's Remorse,Starz,9
2015,Village Voice Inkoo Kang,Scandal,ABC,10
2015,Vox Todd VanDerWerff,Transparent,Amazon,1
2015,Vox Todd VanDerWerff,The Leftovers,HBO,2
2015,Vox Todd VanDerWerff,The Americans,FX,3
2015,Vox Todd VanDerWerff,You're the Worst,FXX,4
2015,Vox Todd VanDerWerff,Mad Men,AMC,5
2015,Vox Todd VanDerWerff,BoJack Horseman,Netflix,6
2015,Vox Todd VanDerWerff,Manhattan,WGN,7
2015,Vox Todd VanDerWerff,Halt and Catch Fire,AMC,8
2015,Vox Todd VanDerWerff,Show Me a Hero,HBO,9
2015,Vox Todd VanDerWerff,Fargo,FX,10
2015,Vulture Margaret Lyons,Mad Men,AMC,1
2015,Vulture Margaret Lyons,Transparent,Amazon,2
2015,Vulture Margaret Lyons,The Americans,FX,3
2015,Vulture Margaret Lyons,Jane the Virgin,CW,4
2015,Vulture Margaret Lyons,BoJack Horseman,Netflix,5
2015,Vulture Margaret Lyons,UnReal,Lifetime,6
2015,Vulture Margaret Lyons,Catastrophe,Amazon,7
2015,Vulture Margaret Lyons,The Last Alaskans,Animal Planet,8
2015,Vulture Margaret Lyons,Last Week Tonight With John Oliver,HBO,9
2015,Washington Post Hank Stuever,The Affair,Showtime,1
2015,Washington Post Hank Stuever,The Americans,FX,2
2015,Washington Post Hank Stuever,Game of Thrones,HBO,3
2015,Washington Post Hank Stuever,Master of None,Netflix,4
2015,Washington Post Hank Stuever,Fargo,FX,5
2015,Washington Post Hank Stuever,Wolf Hall,PBS,6
2015,Washington Post Hank Stuever,Supergirl,CBS,7
2015,Washington Post Hank Stuever,Empire,Fox,9
2015,We Got This Covered Mitchel Broussard,Fargo,FX,1
2015,We Got This Covered Mitchel Broussard,Sense8,Netflix,2
2015,We Got This Covered Mitchel Broussard,The Leftovers,HBO,3
2015,We Got This Covered Mitchel Broussard,Unbreakable Kimmy Schmidt,Netflix,4
2015,We Got This Covered Mitchel Broussard,Crazy Ex-Girlfriend,CW,5
2015,TheWrap Amber Dowling,Fargo,FX,1
2015,TheWrap Amber Dowling,Game of Thrones,HBO,2
2015,TheWrap Amber Dowling,Outlander,Starz,3
2015,TheWrap Amber Dowling,Transparent,Amazon,4
2015,TheWrap Amber Dowling,Better Call Saul,AMC,5
2015,TheWrap Amber Dowling,Master of None,Netflix,6
2015,TheWrap Amber Dowling,Narcos,Netflix,7
2015,TheWrap Amber Dowling,Mr. Robot,USA,8
2015,TheWrap Amber Dowling,The Jinx,HBO,9
2015,TheWrap Amber Dowling,UnReal,Lifetime,10
2015,TheWrap Mark Peikert,You're the Worst,FXX,1
2015,TheWrap Mark Peikert,Master of None,Netflix,2
2015,TheWrap Mark Peikert,UnReal,Lifetime,3
2015,TheWrap Mark Peikert,The Affair,Showtime,4
2015,TheWrap Mark Peikert,Transparent,Amazon,5
2015,TheWrap Mark Peikert,Hindsight,VH1,6
2015,TheWrap Mark Peikert,Casual,Hulu,7
2015,TheWrap Mark Peikert,Review,Comedy Central,8
2015,TheWrap Mark Peikert,The Americans,FX,9
2015,TheWrap Mark Peikert,Black-ish,ABC,10
